movie_id,movie_name,year,genre,description,director,director_id,star,star_id
tt15486810,Teen Wolf: The Movie,2023,action,"A terrifying evil has emerged. The wolves howl once again, but only a Werewolf like Scott McCall, can gather both new allies and reunite trusted friends to fight back against what could be the most powerful and deadliest enemy.",Russell Mulcahy,/name/nm0611683/,"Tyler Posey, 
Crystal Reed, 
Holland Roden, 
Tyler Hoechlin","/name/nm0692677/,/name/nm3706952/,/name/nm1555699/,/name/nm0388382/"
tt1825683,Black Panther,2018,action,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Ryan Coogler,/name/nm3363032/,"Chadwick Boseman, 
Michael B. Jordan, 
Lupita Nyong'o, 
Danai Gurira","/name/nm1569276/,/name/nm0430107/,/name/nm2143282/,/name/nm1775091/"
tt1877830,The Batman,2022,action,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Matt Reeves,/name/nm0716257/,"Robert Pattinson, 
Zoë Kravitz, 
Jeffrey Wright, 
Colin Farrell","/name/nm1500155/,/name/nm2368789/,/name/nm0942482/,/name/nm0268199/"
tt0092099,Top Gun,1986,action,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",Tony Scott,/name/nm0001716/,"Tom Cruise, 
Tim Robbins, 
Kelly McGillis, 
Val Kilmer","/name/nm0000129/,/name/nm0000209/,/name/nm0000534/,/name/nm0000174/"
tt0499549,Avatar,2009,action,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,James Cameron,/name/nm0000116/,"Sam Worthington, 
Zoe Saldana, 
Sigourney Weaver, 
Michelle Rodriguez","/name/nm0941777/,/name/nm0757855/,/name/nm0000244/,/name/nm0735442/"
tt13539646,The Wandering Earth II,2023,action,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",Frant Gwo,/name/nm4914792/,"Andy Lau, 
Zina Blahusova, 
Jing Wu, 
Clara Lee","/name/nm0490489/,/name/nm1927842/,/name/nm0943104/,/name/nm4788761/"
tt6443346,Black Adam,2022,action,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",Jaume Collet-Serra,/name/nm1429471/,"Dwayne Johnson, 
Aldis Hodge, 
Pierce Brosnan, 
Noah Centineo","/name/nm0425005/,/name/nm0388038/,/name/nm0000112/,/name/nm3170207/"
tt7985704,Operation Fortune: Ruse de guerre,2023,action,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,Guy Ritchie,/name/nm0005363/,"Jason Statham, 
Aubrey Plaza, 
Cary Elwes, 
Hugh Grant","/name/nm0005458/,/name/nm2201555/,/name/nm0000144/,/name/nm0000424/"
tt8041270,Jurassic World: Dominion,2022,action,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",Colin Trevorrow,/name/nm1119880/,"Chris Pratt, 
Bryce Dallas Howard, 
Laura Dern, 
Sam Neill","/name/nm0695435/,/name/nm0397171/,/name/nm0000368/,/name/nm0000554/"
tt1392170,The Hunger Games,2012,action,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Gary Ross,/name/nm0002657/,"Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Stanley Tucci","/name/nm2225369/,/name/nm1242688/,/name/nm2955013/,/name/nm0001804/"
tt7693316,Devotion,2022,action,A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.,J.D. Dillard,/name/nm2300570/,"Jonathan Majors, 
Glen Powell, 
Christina Jackson, 
Thomas Sadoski","/name/nm3718007/,/name/nm1412974/,/name/nm2325956/,/name/nm0755603/"
tt11138512,The Northman,2022,action,A young Viking prince is on a quest to avenge his father's murder.,Robert Eggers,/name/nm3211470/,"Alexander Skarsgård, 
Nicole Kidman, 
Claes Bang, 
Ethan Hawke","/name/nm0002907/,/name/nm0000173/,/name/nm0051903/,/name/nm0000160/"
tt1160419,Dune,2021,action,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Denis Villeneuve,/name/nm0898288/,"Timothée Chalamet, 
Rebecca Ferguson, 
Zendaya, 
Oscar Isaac","/name/nm3154303/,/name/nm0272581/,/name/nm3918035/,/name/nm1209966/"
tt0439572,The Flash,2023,action,"Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future.",Andy Muschietti,/name/nm0615592/,"Ben Affleck, 
Michael Shannon, 
Michael Keaton, 
Ezra Miller","/name/nm0000255/,/name/nm0788335/,/name/nm0000474/,/name/nm3009232/"
tt11291274,The Unbearable Weight of Massive Talent,2022,action,"In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,/name/nm3230448/,"Nicolas Cage, 
Pedro Pascal, 
Tiffany Haddish, 
Sharon Horgan","/name/nm0000115/,/name/nm0050959/,/name/nm1840504/,/name/nm1279721/"
tt8093700,The Woman King,2022,action,"A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.",Gina Prince-Bythewood,/name/nm0697656/,"Viola Davis, 
Thuso Mbedu, 
Lashana Lynch, 
Sheila Atim","/name/nm0205626/,/name/nm9096847/,/name/nm2736476/,/name/nm5956547/"
tt8178634,RRR,2022,action,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s.,S.S. Rajamouli,/name/nm1442514/,"N.T. Rama Rao Jr., 
Ram Charan Teja, 
Ajay Devgn, 
Alia Bhatt","/name/nm1694524/,/name/nm2776304/,/name/nm0222426/,/name/nm1017633/"
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,action,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Peter Jackson,/name/nm0001392/,"Elijah Wood, 
Ian McKellen, 
Orlando Bloom, 
Sean Bean","/name/nm0000704/,/name/nm0005212/,/name/nm0089217/,/name/nm0000293/"
tt4873118,The Covenant,2023,action,"Follows Sergeant John, who on his last tour of duty in Afghanistan is teamed with local interpreter Ahmed, who risks his own life to carry an injured John across miles of grueling terrain to safety.",Guy Ritchie,/name/nm0005363/,"Jake Gyllenhaal, 
Alexander Ludwig, 
Antony Starr, 
Jonny Lee Miller","/name/nm0350453/,/name/nm1573253/,/name/nm1102278/,/name/nm0001538/"
tt10648342,Thor: Love and Thunder,2022,action,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",Taika Waititi,/name/nm0169806/,"Chris Hemsworth, 
Natalie Portman, 
Christian Bale, 
Tessa Thompson","/name/nm1165110/,/name/nm0000204/,/name/nm0000288/,/name/nm1935086/"
tt2906216,Dungeons & Dragons: Honor Among Thieves,2023,action,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","John Francis Daley, 
Jonathan Goldstein",/name/nm0197855/,"Chris Pine, 
Michelle Rodriguez, 
Regé-Jean Page, 
Justice Smith","/name/nm0326246/,/name/nm1517976/,/name/nm0735442/,/name/nm2074546/,/name/nm6819854/"
tt15829724,The Locksmith,2023,action,"A thief fresh out of prison, tries to work his way back into the life of his daughter and ex-fiancé. Determined, he is forced to use the skills he has as a gifted locksmith. Things take a tumultuous turn after an unexpected disappearance.",Nicolas Harvard,/name/nm1189187/,"Kate Bosworth, 
Ryan Phillippe, 
Jeffrey Nordling, 
Ving Rhames","/name/nm0098378/,/name/nm0000202/,/name/nm0635139/,/name/nm0000609/"
tt0468569,The Dark Knight,2008,action,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",Christopher Nolan,/name/nm0634240/,"Christian Bale, 
Heath Ledger, 
Aaron Eckhart, 
Michael Caine","/name/nm0000288/,/name/nm0005132/,/name/nm0001173/,/name/nm0000323/"
tt1375666,Inception,2010,action,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Christopher Nolan,/name/nm0634240/,"Leonardo DiCaprio, 
Joseph Gordon-Levitt, 
Elliot Page, 
Ken Watanabe","/name/nm0000138/,/name/nm0330687/,/name/nm0680983/,/name/nm0913822/"
tt10872600,Spider-Man: No Way Home,2021,action,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",Jon Watts,/name/nm1218281/,"Tom Holland, 
Zendaya, 
Benedict Cumberbatch, 
Jacob Batalon","/name/nm4043618/,/name/nm3918035/,/name/nm1212722/,/name/nm8188622/"
tt1462764,Indiana Jones and the Dial of Destiny,2023,action,The plot is unknown at this time.,James Mangold,/name/nm0003506/,"Harrison Ford, 
Mads Mikkelsen, 
Boyd Holbrook, 
Antonio Banderas","/name/nm0000148/,/name/nm0586568/,/name/nm2933542/,/name/nm0000104/"
tt10366206,John Wick: Chapter 4,2023,action,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",Chad Stahelski,/name/nm0821432/,"Keanu Reeves, 
Donnie Yen, 
Bill Skarsgård, 
Laurence Fishburne","/name/nm0000206/,/name/nm0947447/,/name/nm0803889/,/name/nm0000401/"
tt0172495,Gladiator,2000,action,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,/name/nm0000631/,"Russell Crowe, 
Joaquin Phoenix, 
Connie Nielsen, 
Oliver Reed","/name/nm0000128/,/name/nm0001618/,/name/nm0001567/,/name/nm0001657/"
tt4154796,Avengers: Endgame,2019,action,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, 
Joe Russo",/name/nm0751577/,"Robert Downey Jr., 
Chris Evans, 
Mark Ruffalo, 
Chris Hemsworth","/name/nm0751648/,/name/nm0000375/,/name/nm0262635/,/name/nm0749263/,/name/nm1165110/"
tt22769820,Legion of Super-Heroes,2023,action,"Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Superman mentors her. Meanwhile, she must contend with a mysterious group called the Dark Circle who searches for a powerful weapon held in the Academy's vault.",Jeff Wamester,/name/nm5208146/,"Jensen Ackles, 
Matt Bomer, 
Darin De Paul, 
Ben Diskin","/name/nm0010075/,/name/nm0093589/,/name/nm0210875/,/name/nm0228356/"
tt12261776,65,2023,action,An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Scott Beck, 
Bryan Woods",/name/nm1399714/,"Adam Driver, 
Ariana Greenblatt, 
Chloe Coleman, 
Nika King","/name/nm1456816/,/name/nm3485845/,/name/nm7567556/,/name/nm5668548/,/name/nm1519739/"
tt13614388,Little Dixie,2023,action,"Doc facilitates a fragile truce between the Governor and Cartel, trading prosecutorial leniency for finance. With no more truce, Doc is left to fend for himself and protect the one untainted thing in his life: his daughter, Little Dixie.",John Swab,/name/nm6461537/,"Frank Grillo, 
Annabeth Gish, 
Eric Dane, 
Mercedes Mason","/name/nm0342029/,/name/nm0001272/,/name/nm0199312/,/name/nm1997689/"
tt15600222,An Action Hero,2022,action,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.",Anirudh Iyer,/name/nm5518137/,"Ayushmann Khurrana, 
Jaideep Ahlawat, 
Neeraj Madhav, 
Gautam Joglekar","/name/nm4731677/,/name/nm4188433/,/name/nm6697626/,/name/nm1194981/"
tt10298840,Strange World,2022,action,The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.,"Don Hall, 
Qui Nguyen",/name/nm2320658/,"Jake Gyllenhaal, 
Jaboukie Young-White, 
Gabrielle Union, 
Dennis Quaid","/name/nm5945690/,/name/nm0350453/,/name/nm7187850/,/name/nm0005517/,/name/nm0000598/"
tt2911666,John Wick,2014,action,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,"Chad Stahelski, 
David Leitch",/name/nm0821432/,"Keanu Reeves, 
Michael Nyqvist, 
Alfie Allen, 
Willem Dafoe","/name/nm0500610/,/name/nm0000206/,/name/nm0638824/,/name/nm0654295/,/name/nm0000353/"
tt8367814,The Gentlemen,2019,action,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,/name/nm0005363/,"Matthew McConaughey, 
Charlie Hunnam, 
Michelle Dockery, 
Jeremy Strong","/name/nm0000190/,/name/nm0402271/,/name/nm1890784/,/name/nm0834989/"
tt1856101,Blade Runner 2049,2017,action,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Denis Villeneuve,/name/nm0898288/,"Harrison Ford, 
Ryan Gosling, 
Ana de Armas, 
Dave Bautista","/name/nm0000148/,/name/nm0331516/,/name/nm1869101/,/name/nm1176985/"
tt5433138,F9: The Fast Saga,2021,action,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Justin Lin,/name/nm0510912/,"Vin Diesel, 
Michelle Rodriguez, 
Jordana Brewster, 
Tyrese Gibson","/name/nm0004874/,/name/nm0735442/,/name/nm0108287/,/name/nm0879085/"
tt12003946,Violent Night,2022,action,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",Tommy Wirkola,/name/nm2482088/,"David Harbour, 
John Leguizamo, 
Beverly D'Angelo, 
Alex Hassell","/name/nm1092086/,/name/nm0000491/,/name/nm0000350/,/name/nm1307435/"
tt10242388,Last Seen Alive,2022,action,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,Brian Goodman,/name/nm0329023/,"Gerard Butler, 
Jaimie Alexander, 
Russell Hornsby, 
Ethan Embry","/name/nm0124930/,/name/nm1526352/,/name/nm0395203/,/name/nm0256121/"
tt7888964,Nobody,2021,action,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Ilya Naishuller,/name/nm5820154/,"Bob Odenkirk, 
Aleksey Serebryakov, 
Connie Nielsen, 
Christopher Lloyd","/name/nm0644022/,/name/nm0148516/,/name/nm0001567/,/name/nm0000502/"
tt0133093,The Matrix,1999,action,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","Lana Wachowski, 
Lilly Wachowski",/name/nm0905154/,"Keanu Reeves, 
Laurence Fishburne, 
Carrie-Anne Moss, 
Hugo Weaving","/name/nm0905152/,/name/nm0000206/,/name/nm0000401/,/name/nm0005251/,/name/nm0915989/"
tt1649418,The Gray Man,2022,action,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.","Anthony Russo, 
Joe Russo",/name/nm0751577/,"Ryan Gosling, 
Chris Evans, 
Ana de Armas, 
Billy Bob Thornton","/name/nm0751648/,/name/nm0331516/,/name/nm0262635/,/name/nm1869101/,/name/nm0000671/"
tt6791350,Guardians of the Galaxy Vol. 3,2023,action,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",James Gunn,/name/nm0348181/,"Chris Pratt, 
Zoe Saldana, 
Dave Bautista, 
Vin Diesel","/name/nm0695435/,/name/nm0757855/,/name/nm1176985/,/name/nm0004874/"
tt0082971,Raiders of the Lost Ark,1981,action,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",Steven Spielberg,/name/nm0000229/,"Harrison Ford, 
Karen Allen, 
Paul Freeman, 
John Rhys-Davies","/name/nm0000148/,/name/nm0000261/,/name/nm0293550/,/name/nm0722636/"
tt0116629,Independence Day,1996,action,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",Roland Emmerich,/name/nm0000386/,"Will Smith, 
Bill Pullman, 
Jeff Goldblum, 
Mary McDonnell","/name/nm0000226/,/name/nm0000597/,/name/nm0000156/,/name/nm0001521/"
tt0446029,Scott Pilgrim vs. the World,2010,action,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",Edgar Wright,/name/nm0942367/,"Michael Cera, 
Mary Elizabeth Winstead, 
Kieran Culkin, 
Anna Kendrick","/name/nm0148418/,/name/nm0935541/,/name/nm0001085/,/name/nm0447695/"
tt0232500,The Fast and the Furious,2001,action,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,Rob Cohen,/name/nm0003418/,"Vin Diesel, 
Paul Walker, 
Michelle Rodriguez, 
Jordana Brewster","/name/nm0004874/,/name/nm0908094/,/name/nm0735442/,/name/nm0108287/"
tt3291150,The Expendables 4,2023,action,The Expendables will square up against: an arms dealer who commands the might of a massive private army.,Scott Waugh,/name/nm0915304/,"Jason Statham, 
50 Cent, 
Megan Fox, 
Dolph Lundgren","/name/nm0005458/,/name/nm1265067/,/name/nm1083271/,/name/nm0000185/"
tt0115624,Barb Wire,1996,action,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",David Hogan,/name/nm0389514/,"Pamela Anderson, 
Amir AboulEla, 
Adriana Alexander, 
David Andriole","/name/nm0000097/,/name/nm0008894/,/name/nm0018234/,/name/nm0029025/"
tt2382320,No Time to Die,2021,action,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",Cary Joji Fukunaga,/name/nm1560977/,"Daniel Craig, 
Ana de Armas, 
Rami Malek, 
Léa Seydoux","/name/nm0185819/,/name/nm1869101/,/name/nm1785339/,/name/nm2244205/"
tt1464335,Uncharted,2022,action,"\"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor \"\"Sully\"\" Sullivan to recover a fortune amassed by Ferdinand Magellan","and lost 500 years ago by the House of Moncada.\"",Ruben Fleischer,/name/nm0281508/,"Tom Holland, 
Mark Wahlberg, 
Antonio Banderas, 
Sophia Ali"
tt6723592,Tenet,2020,action,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Christopher Nolan,/name/nm0634240/,"John David Washington, 
Robert Pattinson, 
Elizabeth Debicki, 
Juhan Ulfsak","/name/nm0913475/,/name/nm1500155/,/name/nm4456120/,/name/nm1798449/"
tt10151854,Shazam! Fury of the Gods,2023,action,"\"The film continues the story of teenage Billy Batson who, upon reciting the magic word \"\"SHAZAM!\"\" is transformed into his adult Super Hero alter ego","Shazam.\"",David F. Sandberg,/name/nm2497546/,"Helen Mirren, 
Zachary Levi, 
Meagan Good, 
Grace Caroline Currey"
tt0113277,Heat,1995,action,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,Michael Mann,/name/nm0000520/,"Al Pacino, 
Robert De Niro, 
Val Kilmer, 
Jon Voight","/name/nm0000199/,/name/nm0000134/,/name/nm0000174/,/name/nm0000685/"
tt6334354,The Suicide Squad,2021,action,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",James Gunn,/name/nm0348181/,"Margot Robbie, 
Idris Elba, 
John Cena, 
Joel Kinnaman","/name/nm3053338/,/name/nm0252961/,/name/nm1078479/,/name/nm1172478/"
tt0120616,The Mummy,1999,action,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",Stephen Sommers,/name/nm0814085/,"Brendan Fraser, 
Rachel Weisz, 
John Hannah, 
Arnold Vosloo","/name/nm0000409/,/name/nm0001838/,/name/nm0001314/,/name/nm0903677/"
tt5013056,Dunkirk,2017,action,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,/name/nm0634240/,"Fionn Whitehead, 
Barry Keoghan, 
Mark Rylance, 
Tom Hardy","/name/nm7887725/,/name/nm4422686/,/name/nm0753314/,/name/nm0362766/"
tt0107290,Jurassic Park,1993,action,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,Steven Spielberg,/name/nm0000229/,"Sam Neill, 
Laura Dern, 
Jeff Goldblum, 
Richard Attenborough","/name/nm0000554/,/name/nm0000368/,/name/nm0000156/,/name/nm0000277/"
tt4649466,Kingsman: The Golden Circle,2017,action,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",Matthew Vaughn,/name/nm0891216/,"Taron Egerton, 
Colin Firth, 
Mark Strong, 
Channing Tatum","/name/nm5473782/,/name/nm0000147/,/name/nm0835016/,/name/nm1475594/"
tt0096446,Willow,1988,action,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,Ron Howard,/name/nm0000165/,"Val Kilmer, 
Joanne Whalley, 
Warwick Davis, 
Jean Marsh","/name/nm0000174/,/name/nm0000695/,/name/nm0001116/,/name/nm0550577/"
tt0478970,Ant-Man,2015,action,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",Peyton Reed,/name/nm0715636/,"Paul Rudd, 
Michael Douglas, 
Corey Stoll, 
Evangeline Lilly","/name/nm0748620/,/name/nm0000140/,/name/nm1015684/,/name/nm1431940/"
tt1631867,Edge of Tomorrow,2014,action,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,/name/nm0510731/,"Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson","/name/nm0000129/,/name/nm1289434/,/name/nm0000200/,/name/nm0322407/"
tt0167260,The Lord of the Rings: The Return of the King,2003,action,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Peter Jackson,/name/nm0001392/,"Elijah Wood, 
Viggo Mortensen, 
Ian McKellen, 
Orlando Bloom","/name/nm0000704/,/name/nm0001557/,/name/nm0005212/,/name/nm0089217/"
tt13320622,The Lost City,2022,action,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Aaron Nee, 
Adam Nee",/name/nm1887480/,"Sandra Bullock, 
Channing Tatum, 
Daniel Radcliffe, 
Da'Vine Joy Randolph","/name/nm1519639/,/name/nm0000113/,/name/nm1475594/,/name/nm0705356/,/name/nm5007768/"
